charge_id,business_product_instance_id,charge_counter,date,cost,event_type
47,4,31,18-12-2018,60.0,charged regularly
48,4,32,18-1-2019,60.0,charged regularly
49,6,1,14-6-2018,69.99,charged regularly
50,6,2,14-7-2018,69.99,charged regularly
51,6,3,14-8-2018,69.99,charged regularly
52,6,4,14-9-2018,69.99,charged regularly
53,6,5,14-10-2018,69.99,charged regularly
54,6,6,14-11-2018,69.99,charged regularly
55,6,7,14-12-2018,69.99,charged regularly
56,6,8,14-1-2019,69.99,charged regularly
57,6,9,14-2-2019,69.99,charged regularly
58,6,10,14-3-2019,69.99,charged regularly
59,6,11,14-4-2019,69.99,charged regularly
60,6,12,14-5-2019,69.99,charged regularly
61,6,13,14-6-2019,69.99,charged regularly
62,6,14,14-7-2019,69.99,charged regularly
63,6,15,14-8-2019,69.99,charged regularly
64,6,16,14-9-2019,69.99,charged regularly
65,6,17,14-10-2019,69.99,charged regularly
66,6,18,14-11-2019,69.99,charged regularly
67,6,19,14-12-2019,69.99,charged regularly
68,6,20,14-1-2020,69.99,charged regularly
69,7,1,7-12-2017,39.99,charged regularly
70,7,2,7-1-2018,39.99,charged regularly
71,7,3,7-2-2018,39.99,charged regularly
72,7,4,7-3-2018,39.99,charged regularly
73,7,5,7-4-2018,39.99,charged regularly
74,7,6,7-5-2018,39.99,charged regularly
75,7,7,7-6-2018,39.99,charged regularly
76,7,8,7-7-2018,39.99,charged regularly
77,7,9,7-8-2018,39.99,charged regularly
78,7,10,7-9-2018,39.99,charged regularly
79,7,11,7-10-2018,39.99,charged regularly
80,7,12,7-11-2018,39.99,charged regularly
81,7,13,7-12-2018,39.99,charged regularly
82,7,14,7-1-2019,39.99,charged regularly
83,7,15,7-2-2019,39.99,charged regularly
84,7,16,7-3-2019,39.99,charged regularly
85,7,17,7-4-2019,39.99,charged regularly
86,7,18,7-5-2019,39.99,charged regularly
87,7,19,7-6-2019,39.99,charged regularly
88,7,20,7-7-2019,39.99,charged regularly
89,7,21,7-8-2019,39.99,charged regularly
90,7,22,7-9-2019,39.99,charged regularly
91,7,23,7-10-2019,39.99,charged regularly
92,7,24,7-11-2019,39.99,charged regularly
93,7,25,7-12-2019,39.99,charged regularly
94,7,26,7-1-2020,39.99,charged regularly
95,7,27,7-2-2020,39.99,charged regularly
96,7,28,7-3-2020,39.99,charged regularly
97,7,29,7-4-2020,39.99,charged regularly
98,7,30,7-5-2020,39.99,charged regularly
99,7,31,7-6-2020,39.99,charged regularly
100,7,32,7-7-2020,39.99,charged regularly
101,7,33,7-8-2020,39.99,charged regularly
102,7,34,7-9-2020,39.99,charged regularly
103,7,35,7-10-2020,39.99,charged regularly
104,7,36,7-11-2020,39.99,charged regularly
105,7,37,7-12-2020,39.99,charged regularly
106,7,38,7-1-2021,39.99,charged regularly
107,7,39,7-2-2021,39.99,charged regularly
108,7,40,7-3-2021,39.99,charged regularly
109,7,41,7-4-2021,39.99,charged regularly
110,7,42,7-5-2021,39.99,charged regularly
111,7,43,7-6-2021,39.99,charged regularly
112,7,44,7-7-2021,39.99,charged regularly
113,7,45,7-8-2021,39.99,charged regularly
114,9,1,02-05-2022,20.0,charged just once
115,11,1,08-06-2022,20.0,charged just once
116,13,1,14-02-2022,1.0,charged just once
117,14,1,17-12-2015,1.49,charged just once
118,15,1,25-7-2014,30.0,charged regularly
119,15,2,25-8-2014,30.0,charged regularly
120,16,1,25-10-2021,34.99,charged regularly
121,16,2,25-11-2021,34.99,charged regularly
122,16,3,25-12-2021,34.99,charged regularly
123,16,4,25-1-2022,34.99,charged regularly
124,16,5,25-2-2022,34.99,charged regularly
125,17,1,13-11-2021,5.49,charged just once
126,18,1,21-10-2005,1.49,charged just once
127,19,1,11-6-2021,39.99,charged regularly
128,19,2,11-7-2021,39.99,charged regularly
129,19,3,11-8-2021,39.99,charged regularly
130,19,4,11-9-2021,39.99,charged regularly
131,19,5,11-10-2021,39.99,charged regularly
132,20,1,02-05-2021,4.99,charged just once
133,22,1,21-5-2020,60.0,charged regularly
134,22,2,21-6-2020,60.0,charged regularly
135,22,3,21-7-2020,60.0,charged regularly
136,22,4,21-8-2020,60.0,charged regularly
137,22,5,21-9-2020,60.0,charged regularly
138,22,6,21-10-2020,60.0,charged regularly
139,22,7,21-11-2020,60.0,charged regularly
140,22,8,21-12-2020,60.0,charged regularly
141,22,9,21-1-2021,60.0,charged regularly
142,22,10,21-2-2021,60.0,charged regularly
143,22,11,21-3-2021,60.0,charged regularly
144,22,12,21-4-2021,60.0,charged regularly
145,22,13,21-5-2021,60.0,charged regularly
146,22,14,21-6-2021,60.0,charged regularly
147,22,15,21-7-2021,60.0,charged regularly
148,22,16,21-8-2021,60.0,charged regularly
149,22,17,21-9-2021,60.0,charged regularly
150,22,18,21-10-2021,60.0,charged regularly
151,22,19,21-11-2021,60.0,charged regularly
152,22,20,21-12-2021,60.0,charged regularly
153,22,21,21-1-2022,60.0,charged regularly
154,22,22,21-2-2022,60.0,charged regularly
155,23,1,25-12-2019,39.99,charged regularly
156,23,2,25-1-2020,39.99,charged regularly
157,23,3,25-2-2020,39.99,charged regularly
158,23,4,25-3-2020,39.99,charged regularly
159,23,5,25-4-2020,39.99,charged regularly
160,23,6,25-5-2020,39.99,charged regularly
161,23,7,25-6-2020,39.99,charged regularly
162,23,8,25-7-2020,39.99,charged regularly
163,23,9,25-8-2020,39.99,charged regularly
164,24,1,01-08-2020,2.99,charged just once
165,25,1,28-1-2022,69.99,charged regularly
166,25,2,28-2-2022,69.99,charged regularly
167,27,1,28-9-2017,39.99,charged regularly
168,27,2,28-10-2017,39.99,charged regularly
169,27,3,28-11-2017,39.99,charged regularly
170,27,4,28-12-2017,39.99,charged regularly
171,27,5,28-1-2018,39.99,charged regularly
172,27,6,28-2-2018,39.99,charged regularly
173,27,7,28-3-2018,39.99,charged regularly
174,27,8,28-4-2018,39.99,charged regularly
175,27,9,28-5-2018,39.99,charged regularly
176,27,10,28-6-2018,39.99,charged regularly
177,27,11,28-7-2018,39.99,charged regularly
178,27,12,28-8-2018,39.99,charged regularly
179,27,13,28-9-2018,39.99,charged regularly
180,27,14,28-10-2018,39.99,charged regularly
181,27,15,28-11-2018,39.99,charged regularly
182,27,16,28-12-2018,39.99,charged regularly
183,27,17,28-1-2019,39.99,charged regularly
184,27,18,28-2-2019,39.99,charged regularly
185,27,19,28-3-2019,39.99,charged regularly
186,27,20,28-4-2019,39.99,charged regularly
187,27,21,28-5-2019,39.99,charged regularly
188,27,22,28-6-2019,39.99,charged regularly
189,27,23,28-7-2019,39.99,charged regularly
190,27,24,28-8-2019,39.99,charged regularly
191,27,25,28-9-2019,39.99,charged regularly
192,27,26,28-10-2019,39.99,charged regularly
193,27,27,28-11-2019,39.99,charged regularly
194,27,28,28-12-2019,39.99,charged regularly
195,27,29,28-1-2020,39.99,charged regularly
196,27,30,28-2-2020,39.99,charged regularly
197,28,1,21-05-2017,4.99,charged just once
198,30,1,31-01-2022,20.0,charged just once
199,31,1,5-12-2005,60.0,charged regularly
200,31,2,5-1-2006,60.0,charged regularly
201,31,3,5-2-2006,60.0,charged regularly
202,31,4,5-3-2006,60.0,charged regularly
203,31,5,5-4-2006,60.0,charged regularly
204,31,6,5-5-2006,60.0,charged regularly
205,31,7,5-6-2006,60.0,charged regularly
206,31,8,5-7-2006,60.0,charged regularly
207,31,9,5-8-2006,60.0,charged regularly
208,31,10,5-9-2006,60.0,charged regularly
209,31,11,5-10-2006,60.0,charged regularly
210,31,12,5-11-2006,60.0,charged regularly
211,31,13,5-12-2006,60.0,charged regularly
212,31,14,5-1-2007,60.0,charged regularly
213,31,15,5-2-2007,60.0,charged regularly
214,31,16,5-3-2007,60.0,charged regularly
215,31,17,5-4-2007,60.0,charged regularly
216,31,18,5-5-2007,60.0,charged regularly
217,31,19,5-6-2007,60.0,charged regularly
218,31,20,5-7-2007,60.0,charged regularly
219,31,21,5-8-2007,60.0,charged regularly
220,31,22,5-9-2007,60.0,charged regularly
221,31,23,5-10-2007,60.0,charged regularly
222,31,24,5-11-2007,60.0,charged regularly
223,31,25,5-12-2007,60.0,charged regularly
224,31,26,5-1-2008,60.0,charged regularly
225,31,27,5-2-2008,60.0,charged regularly
226,31,28,5-3-2008,60.0,charged regularly
227,32,1,19-9-2018,60.0,charged regularly
228,32,2,19-10-2018,60.0,charged regularly
229,32,3,19-11-2018,60.0,charged regularly
230,32,4,19-12-2018,60.0,charged regularly
231,32,5,19-1-2019,60.0,charged regularly
232,32,6,19-2-2019,60.0,charged regularly
233,32,7,19-3-2019,60.0,charged regularly
234,32,8,19-4-2019,60.0,charged regularly
235,32,9,19-5-2019,60.0,charged regularly
236,32,10,19-6-2019,60.0,charged regularly
237,32,11,19-7-2019,60.0,charged regularly
238,32,12,19-8-2019,60.0,charged regularly
239,32,13,19-9-2019,60.0,charged regularly
240,32,14,19-10-2019,60.0,charged regularly
241,32,15,19-11-2019,60.0,charged regularly
242,32,16,19-12-2019,60.0,charged regularly
243,32,17,19-1-2020,60.0,charged regularly
244,32,18,19-2-2020,60.0,charged regularly
245,32,19,19-3-2020,60.0,charged regularly
246,32,20,19-4-2020,60.0,charged regularly
247,32,21,19-5-2020,60.0,charged regularly
248,32,22,19-6-2020,60.0,charged regularly
249,32,23,19-7-2020,60.0,charged regularly
250,33,1,16-11-2019,1.0,charged just once
251,35,1,14-03-2016,2.99,charged just once
252,36,1,17-10-2020,45.0,charged regularly
253,36,2,17-11-2020,45.0,charged regularly
254,36,3,17-12-2020,45.0,charged regularly
255,36,4,17-1-2021,45.0,charged regularly
256,36,5,17-2-2021,45.0,charged regularly
257,36,6,17-3-2021,45.0,charged regularly
258,36,7,17-4-2021,45.0,charged regularly
259,37,1,13-1-2014,34.99,charged regularly
260,37,2,13-2-2014,34.99,charged regularly
261,37,3,13-3-2014,34.99,charged regularly
262,37,4,13-4-2014,34.99,charged regularly
263,37,5,13-5-2014,34.99,charged regularly
264,37,6,13-6-2014,34.99,charged regularly
265,37,7,13-7-2014,34.99,charged regularly
266,37,8,13-8-2014,34.99,charged regularly
267,37,9,13-9-2014,34.99,charged regularly
268,37,10,13-10-2014,34.99,charged regularly
269,37,11,13-11-2014,34.99,charged regularly
270,37,12,13-12-2014,34.99,charged regularly
271,37,13,13-1-2015,34.99,charged regularly
272,37,14,13-2-2015,34.99,charged regularly
273,37,15,13-3-2015,34.99,charged regularly
274,37,16,13-4-2015,34.99,charged regularly
275,37,17,13-5-2015,34.99,charged regularly
276,37,18,13-6-2015,34.99,charged regularly
277,37,19,13-7-2015,34.99,charged regularly
278,37,20,13-8-2015,34.99,charged regularly
279,37,21,13-9-2015,34.99,charged regularly
280,37,22,13-10-2015,34.99,charged regularly
281,37,23,13-11-2015,34.99,charged regularly
282,37,24,13-12-2015,34.99,charged regularly
283,37,25,13-1-2016,34.99,charged regularly
284,37,26,13-2-2016,34.99,charged regularly
285,37,27,13-3-2016,34.99,charged regularly
286,37,28,13-4-2016,34.99,charged regularly
287,37,29,13-5-2016,34.99,charged regularly
288,37,30,13-6-2016,34.99,charged regularly
289,37,31,13-7-2016,34.99,charged regularly
290,38,1,08-02-2016,5.49,charged just once
291,39,1,13-1-2018,45.0,charged regularly
292,39,2,13-2-2018,45.0,charged regularly
293,39,3,13-3-2018,45.0,charged regularly
294,39,4,13-4-2018,45.0,charged regularly
295,39,5,13-5-2018,45.0,charged regularly
296,39,6,13-6-2018,45.0,charged regularly
297,39,7,13-7-2018,45.0,charged regularly
298,39,8,13-8-2018,45.0,charged regularly
299,39,9,13-9-2018,45.0,charged regularly
300,39,10,13-10-2018,45.0,charged regularly
301,39,11,13-11-2018,45.0,charged regularly
302,39,12,13-12-2018,45.0,charged regularly
303,39,13,13-1-2019,45.0,charged regularly
304,39,14,13-2-2019,45.0,charged regularly
305,39,15,13-3-2019,45.0,charged regularly
306,39,16,13-4-2019,45.0,charged regularly
307,39,17,13-5-2019,45.0,charged regularly
308,39,18,13-6-2019,45.0,charged regularly
309,39,19,13-7-2019,45.0,charged regularly
310,39,20,13-8-2019,45.0,charged regularly
311,39,21,13-9-2019,45.0,charged regularly
312,39,22,13-10-2019,45.0,charged regularly
313,39,23,13-11-2019,45.0,charged regularly
314,39,24,13-12-2019,45.0,charged regularly
315,39,25,13-1-2020,45.0,charged regularly
316,39,26,13-2-2020,45.0,charged regularly
317,39,27,13-3-2020,45.0,charged regularly
318,39,28,13-4-2020,45.0,charged regularly
319,39,29,13-5-2020,45.0,charged regularly
320,39,30,13-6-2020,45.0,charged regularly
321,39,31,13-7-2020,45.0,charged regularly
322,39,32,13-8-2020,45.0,charged regularly
323,39,33,13-9-2020,45.0,charged regularly
324,39,34,13-10-2020,45.0,charged regularly
325,39,35,13-11-2020,45.0,charged regularly
326,39,36,13-12-2020,45.0,charged regularly
327,39,37,13-1-2021,45.0,charged regularly
328,39,38,13-2-2021,45.0,charged regularly
329,39,39,13-3-2021,45.0,charged regularly
330,39,40,13-4-2021,45.0,charged regularly
331,39,41,13-5-2021,45.0,charged regularly
332,39,42,13-6-2021,45.0,charged regularly
333,39,43,13-7-2021,45.0,charged regularly
334,39,44,13-8-2021,45.0,charged regularly
335,39,45,13-9-2021,45.0,charged regularly
336,39,46,13-10-2021,45.0,charged regularly
337,39,47,13-11-2021,45.0,charged regularly
338,39,48,13-12-2021,45.0,charged regularly
339,39,49,13-1-2022,45.0,charged regularly
340,39,50,13-2-2022,45.0,charged regularly
341,40,1,30-4-2021,39.99,charged regularly
342,40,2,30-5-2021,39.99,charged regularly
343,40,3,30-6-2021,39.99,charged regularly
344,40,4,30-7-2021,39.99,charged regularly
345,40,5,30-8-2021,39.99,charged regularly
346,40,6,30-9-2021,39.99,charged regularly
347,40,7,30-10-2021,39.99,charged regularly
348,40,8,30-11-2021,39.99,charged regularly
349,40,9,30-12-2021,39.99,charged regularly
350,40,10,30-1-2022,39.99,charged regularly
351,41,1,24-12-2022,2.99,charged just once
352,42,1,15-6-2020,90.0,charged regularly
353,42,2,15-7-2020,90.0,charged regularly
354,42,3,15-8-2020,90.0,charged regularly
355,42,4,15-9-2020,90.0,charged regularly
356,42,5,15-10-2020,90.0,charged regularly
357,42,6,15-11-2020,90.0,charged regularly
358,42,7,15-12-2020,90.0,charged regularly
359,42,8,15-1-2021,90.0,charged regularly
360,42,9,15-2-2021,90.0,charged regularly
361,42,10,15-3-2021,90.0,charged regularly
362,42,11,15-4-2021,90.0,charged regularly
363,42,12,15-5-2021,90.0,charged regularly
364,42,13,15-6-2021,90.0,charged regularly
365,42,14,15-7-2021,90.0,charged regularly
366,42,15,15-8-2021,90.0,charged regularly
367,42,16,15-9-2021,90.0,charged regularly
368,42,17,15-10-2021,90.0,charged regularly
369,42,18,15-11-2021,90.0,charged regularly
370,42,19,15-12-2021,90.0,charged regularly
371,42,20,15-1-2022,90.0,charged regularly
372,42,21,15-2-2022,90.0,charged regularly
373,43,1,09-04-2021,0.1,charged just once
374,44,1,6-1-2017,39.99,charged regularly
375,44,2,6-2-2017,39.99,charged regularly
376,44,3,6-3-2017,39.99,charged regularly
377,44,4,6-4-2017,39.99,charged regularly
378,44,5,6-5-2017,39.99,charged regularly
379,44,6,6-6-2017,39.99,charged regularly
380,44,7,6-7-2017,39.99,charged regularly
381,44,8,6-8-2017,39.99,charged regularly
382,44,9,6-9-2017,39.99,charged regularly
383,44,10,6-10-2017,39.99,charged regularly
384,44,11,6-11-2017,39.99,charged regularly
385,44,12,6-12-2017,39.99,charged regularly
386,44,13,6-1-2018,39.99,charged regularly
387,44,14,6-2-2018,39.99,charged regularly
388,44,15,6-3-2018,39.99,charged regularly
389,44,16,6-4-2018,39.99,charged regularly
390,44,17,6-5-2018,39.99,charged regularly
391,45,1,03-05-2018,1.99,charged just once
392,47,1,24-02-2014,1.0,charged just once
393,48,1,26-5-2010,30.0,charged regularly
394,48,2,26-6-2010,30.0,charged regularly
395,48,3,26-7-2010,30.0,charged regularly
396,48,4,26-8-2010,30.0,charged regularly
397,48,5,26-9-2010,30.0,charged regularly
398,48,6,26-10-2010,30.0,charged regularly
399,48,7,26-11-2010,30.0,charged regularly
400,48,8,26-12-2010,30.0,charged regularly
401,48,9,26-1-2011,30.0,charged regularly
402,48,10,26-2-2011,30.0,charged regularly
403,48,11,26-3-2011,30.0,charged regularly
404,48,12,26-4-2011,30.0,charged regularly
405,48,13,26-5-2011,30.0,charged regularly
406,49,1,29-11-2015,45.0,charged regularly
407,49,2,29-12-2015,45.0,charged regularly
408,49,3,29-1-2016,45.0,charged regularly
409,49,4,29-2-2016,45.0,charged regularly
410,49,5,29-3-2016,45.0,charged regularly
411,49,6,29-4-2016,45.0,charged regularly
412,49,7,29-5-2016,45.0,charged regularly
413,49,8,29-6-2016,45.0,charged regularly
414,49,9,29-7-2016,45.0,charged regularly
415,49,10,29-8-2016,45.0,charged regularly
416,49,11,29-9-2016,45.0,charged regularly
417,49,12,29-10-2016,45.0,charged regularly
418,49,13,29-11-2016,45.0,charged regularly
419,49,14,29-12-2016,45.0,charged regularly
420,49,15,29-1-2017,45.0,charged regularly
421,49,16,1-3-2017,45.0,charged regularly
422,49,17,1-4-2017,45.0,charged regularly
423,49,18,1-5-2017,45.0,charged regularly
424,49,19,1-6-2017,45.0,charged regularly
425,49,20,1-7-2017,45.0,charged regularly
426,49,21,1-8-2017,45.0,charged regularly
427,49,22,1-9-2017,45.0,charged regularly
428,49,23,1-10-2017,45.0,charged regularly
429,49,24,1-11-2017,45.0,charged regularly
430,49,25,1-12-2017,45.0,charged regularly
431,49,26,1-1-2018,45.0,charged regularly
432,49,27,1-2-2018,45.0,charged regularly
433,49,28,1-3-2018,45.0,charged regularly
434,49,29,1-4-2018,45.0,charged regularly
435,49,30,1-5-2018,45.0,charged regularly
436,49,31,1-6-2018,45.0,charged regularly
437,49,32,1-7-2018,45.0,charged regularly
438,49,33,1-8-2018,45.0,charged regularly
439,49,34,1-9-2018,45.0,charged regularly
440,49,35,1-10-2018,45.0,charged regularly
441,49,36,1-11-2018,45.0,charged regularly
442,49,37,1-12-2018,45.0,charged regularly
443,49,38,1-1-2019,45.0,charged regularly
444,49,39,1-2-2019,45.0,charged regularly
445,49,40,1-3-2019,45.0,charged regularly
446,49,41,1-4-2019,45.0,charged regularly
447,49,42,1-5-2019,45.0,charged regularly
448,49,43,1-6-2019,45.0,charged regularly
449,49,44,1-7-2019,45.0,charged regularly
450,49,45,1-8-2019,45.0,charged regularly
451,49,46,1-9-2019,45.0,charged regularly
452,49,47,1-10-2019,45.0,charged regularly
453,49,48,1-11-2019,45.0,charged regularly
454,50,1,2-1-2002,39.99,charged regularly
455,50,2,2-2-2002,39.99,charged regularly
456,50,3,2-3-2002,39.99,charged regularly
457,50,4,2-4-2002,39.99,charged regularly
458,50,5,2-5-2002,39.99,charged regularly
459,50,6,2-6-2002,39.99,charged regularly
460,50,7,2-7-2002,39.99,charged regularly
461,50,8,2-8-2002,39.99,charged regularly
462,50,9,2-9-2002,39.99,charged regularly
463,50,10,2-10-2002,39.99,charged regularly
464,50,11,2-11-2002,39.99,charged regularly
465,50,12,2-12-2002,39.99,charged regularly
466,50,13,2-1-2003,39.99,charged regularly
467,50,14,2-2-2003,39.99,charged regularly
468,50,15,2-3-2003,39.99,charged regularly
469,50,16,2-4-2003,39.99,charged regularly
470,50,17,2-5-2003,39.99,charged regularly
471,50,18,2-6-2003,39.99,charged regularly
472,50,19,2-7-2003,39.99,charged regularly
473,50,20,2-8-2003,39.99,charged regularly
474,50,21,2-9-2003,39.99,charged regularly
475,50,22,2-10-2003,39.99,charged regularly
476,50,23,2-11-2003,39.99,charged regularly
477,50,24,2-12-2003,39.99,charged regularly
478,50,25,2-1-2004,39.99,charged regularly
479,50,26,2-2-2004,39.99,charged regularly
480,50,27,2-3-2004,39.99,charged regularly
481,50,28,2-4-2004,39.99,charged regularly
482,50,29,2-5-2004,39.99,charged regularly
483,50,30,2-6-2004,39.99,charged regularly
484,50,31,2-7-2004,39.99,charged regularly
485,50,32,2-8-2004,39.99,charged regularly
486,51,1,22-09-2002,2.99,charged just once
487,52,1,7-1-2008,69.0,charged regularly
488,52,2,7-2-2008,69.0,charged regularly
489,52,3,7-3-2008,69.0,charged regularly
490,52,4,7-4-2008,69.0,charged regularly
491,52,5,7-5-2008,69.0,charged regularly
492,52,6,7-6-2008,69.0,charged regularly
493,52,7,7-7-2008,69.0,charged regularly
494,52,8,7-8-2008,69.0,charged regularly
495,52,9,7-9-2008,69.0,charged regularly
496,52,10,7-10-2008,69.0,charged regularly
497,52,11,7-11-2008,69.0,charged regularly
498,52,12,7-12-2008,69.0,charged regularly
499,52,13,7-1-2009,69.0,charged regularly
500,52,14,7-2-2009,69.0,charged regularly
501,52,15,7-3-2009,69.0,charged regularly
502,52,16,7-4-2009,69.0,charged regularly
503,52,17,7-5-2009,69.0,charged regularly
504,52,18,7-6-2009,69.0,charged regularly
505,52,19,7-7-2009,69.0,charged regularly
506,52,20,7-8-2009,69.0,charged regularly
507,52,21,7-9-2009,69.0,charged regularly
508,52,22,7-10-2009,69.0,charged regularly
509,52,23,7-11-2009,69.0,charged regularly
510,52,24,7-12-2009,69.0,charged regularly
511,52,25,7-1-2010,69.0,charged regularly
512,52,26,7-2-2010,69.0,charged regularly
513,52,27,7-3-2010,69.0,charged regularly
514,52,28,7-4-2010,69.0,charged regularly
515,52,29,7-5-2010,69.0,charged regularly
516,52,30,7-6-2010,69.0,charged regularly
517,52,31,7-7-2010,69.0,charged regularly
518,52,32,7-8-2010,69.0,charged regularly
519,52,33,7-9-2010,69.0,charged regularly
520,52,34,7-10-2010,69.0,charged regularly
521,52,35,7-11-2010,69.0,charged regularly
522,52,36,7-12-2010,69.0,charged regularly
523,52,37,7-1-2011,69.0,charged regularly
524,52,38,7-2-2011,69.0,charged regularly
525,52,39,7-3-2011,69.0,charged regularly
526,52,40,7-4-2011,69.0,charged regularly
527,52,41,7-5-2011,69.0,charged regularly
528,52,42,7-6-2011,69.0,charged regularly
529,52,43,7-7-2011,69.0,charged regularly
530,52,44,7-8-2011,69.0,charged regularly
531,52,45,7-9-2011,69.0,charged regularly
532,52,46,7-10-2011,69.0,charged regularly
533,52,47,7-11-2011,69.0,charged regularly
534,53,1,18-6-2012,90.0,charged regularly
535,53,2,18-7-2012,90.0,charged regularly
536,53,3,18-8-2012,90.0,charged regularly
537,53,4,18-9-2012,90.0,charged regularly
538,53,5,18-10-2012,90.0,charged regularly
539,53,6,18-11-2012,90.0,charged regularly
540,53,7,18-12-2012,90.0,charged regularly
541,54,1,01-01-2013,0.1,charged just once
542,56,1,01-01-2021,5.49,charged just once
543,57,1,8-10-2009,45.0,charged regularly
544,58,1,12-9-2020,39.99,charged regularly
545,58,2,12-10-2020,39.99,charged regularly
546,58,3,12-11-2020,39.99,charged regularly
547,58,4,12-12-2020,39.99,charged regularly
548,58,5,12-1-2021,39.99,charged regularly
549,59,1,04-04-2020,4.99,charged just once
550,61,1,31-03-2008,1.0,charged just once
551,62,1,14-3-2015,90.0,charged regularly
552,62,2,14-4-2015,90.0,charged regularly
553,62,3,14-5-2015,90.0,charged regularly
554,62,4,14-6-2015,90.0,charged regularly
555,62,5,14-7-2015,90.0,charged regularly
556,62,6,14-8-2015,90.0,charged regularly
557,62,7,14-9-2015,90.0,charged regularly
558,62,8,14-10-2015,90.0,charged regularly
559,62,9,14-11-2015,90.0,charged regularly
560,63,1,03-12-2015,0.1,charged just once
561,64,1,28-3-2017,34.99,charged regularly
562,64,2,28-4-2017,34.99,charged regularly
563,65,1,14-01-2017,1.99,charged just once
564,66,1,14-6-2016,30.0,charged regularly
565,66,2,14-7-2016,30.0,charged regularly
566,66,3,14-8-2016,30.0,charged regularly
567,66,4,14-9-2016,30.0,charged regularly
568,66,5,14-10-2016,30.0,charged regularly
569,66,6,14-11-2016,30.0,charged regularly
570,66,7,14-12-2016,30.0,charged regularly
571,66,8,14-1-2017,30.0,charged regularly
572,66,9,14-2-2017,30.0,charged regularly
573,68,1,7-4-2008,69.0,charged regularly
574,68,2,7-5-2008,69.0,charged regularly
575,68,3,7-6-2008,69.0,charged regularly
576,68,4,7-7-2008,69.0,charged regularly
577,68,5,7-8-2008,69.0,charged regularly
578,68,6,7-9-2008,69.0,charged regularly
579,68,7,7-10-2008,69.0,charged regularly
580,68,8,7-11-2008,69.0,charged regularly
581,68,9,7-12-2008,69.0,charged regularly
582,68,10,7-1-2009,69.0,charged regularly
583,68,11,7-2-2009,69.0,charged regularly
584,68,12,7-3-2009,69.0,charged regularly
585,68,13,7-4-2009,69.0,charged regularly
586,68,14,7-5-2009,69.0,charged regularly
587,68,15,7-6-2009,69.0,charged regularly
588,68,16,7-7-2009,69.0,charged regularly
589,68,17,7-8-2009,69.0,charged regularly
590,68,18,7-9-2009,69.0,charged regularly
591,68,19,7-10-2009,69.0,charged regularly
592,68,20,7-11-2009,69.0,charged regularly
593,68,21,7-12-2009,69.0,charged regularly
594,68,22,7-1-2010,69.0,charged regularly
595,68,23,7-2-2010,69.0,charged regularly
596,68,24,7-3-2010,69.0,charged regularly
597,68,25,7-4-2010,69.0,charged regularly
598,68,26,7-5-2010,69.0,charged regularly
599,68,27,7-6-2010,69.0,charged regularly
600,68,28,7-7-2010,69.0,charged regularly
601,68,29,7-8-2010,69.0,charged regularly
602,68,30,7-9-2010,69.0,charged regularly
603,68,31,7-10-2010,69.0,charged regularly
604,68,32,7-11-2010,69.0,charged regularly
605,68,33,7-12-2010,69.0,charged regularly
606,68,34,7-1-2011,69.0,charged regularly
607,68,35,7-2-2011,69.0,charged regularly
